name,rank,functions,structural_material,status,city,city_locode,start,completed,floors_above,height,longitude,latitude,dem
One Light,1940,residential,concrete,COM,Kansas City,MKC,2014,2015,25,91.4000015259,-94.5823974609,39.0988502502,
One Lincoln Park,1412,residential,concrete,COM,Denver,DEN,2006,2009,32,114,-104.9865264893,39.7477912903,
One Lincoln Tower,892,residential \/ hotel,composite,COM,Bellevue,BVE,,2005,42,137.1600036621,-122.2006378174,47.6158294678,
One Logan Square,1230,hotel \/ office,concrete,COM,Philadelphia,PHL,1979,1983,31,121.919998169,-75.1704330444,39.9564399719,
One M&T Plaza,1843,office,steel,COM,Buffalo,BUF,1964,1966,21,96,-78.874458313,42.883518219,
One Madison Park,269,residential,concrete,COM,New York City,NYC,2006,2010,50,189.2799987793,-73.9880523682,40.740650177,
One Magnificent Mile,190,residential \/ office,concrete,COM,Chicago,CHI,,1983,57,205.1300048828,-87.6245422363,41.900428772,
One Manhattan Square,63,residential,concrete,UC,New York City,NYC,2015,2019,72,258.200012207,-73.9912414551,40.7104682922,
One Manhattan West,33,office,composite,UC,New York City,NYC,2015,2019,67,303.2799987793,-73.9974365234,40.7527313232,
One Maritime Plaza,1248,office,steel,COM,San Francisco,SFO,1964,1967,25,121.3000030518,-122.3992004395,37.7957000732,
One Mellon Center,137,office,steel,COM,Pittsburgh,PIT,,1983,54,221,-79.9960021973,40.4397888184,
One Meridian Plaza,678,office,steel,DEM,Philadelphia,PHL,,1972,38,150,-75.1649932861,39.9515686035,1999
One Metropolitan Square,327,office,composite,COM,St. Louis,STL,,1988,42,180.75,-90.1895523071,38.6274108887,
One Miami East Tower,831,residential,concrete,COM,Miami,MIA,2003,2005,44,140.2100067139,-80.1852111816,25.771730423,
One Miami West Tower,903,residential,concrete,COM,Miami,MIA,2003,2005,45,136.8600006104,-80.1860733032,25.7714996338,
One Museum Park,134,residential,concrete,COM,Chicago,CHI,2005,2009,62,221.3399963379,-87.6213302612,41.8671417236,
One North LaSalle Street,515,office,steel,COM,Chicago,CHI,1929,1930,48,161.5500030518,-87.6321411133,41.8823394775,
One Northside Piers,1959,residential,concrete,COM,New York City,NYC,2006,2008,29,90.5299987793,-73.9638519287,40.7192115784,
One Paraiso,305,residential,concrete,UC,Miami,MIA,2014,2017,53,183.1999969482,-80.1856384277,25.8069705963,
One Park Place,636,residential,concrete,COM,Houston,HOU,2007,2009,37,152.7100067139,-95.3611679077,29.7541999817,
One Park Tower,959,office,steel,COM,Atlanta,ATL,,1961,32,133.8099975586,-84.3897018433,33.7548599243,
One Penn Plaza,108,office,steel,COM,New York City,NYC,,1972,57,228.6000061035,-73.9923629761,40.7512817383,
One Place Tower,2186,office,concrete,COM,Tulsa,TUL,,2013,17,77.7200012207,-95.9943466187,36.1530609131,
One PNC Plaza,1064,office,steel,COM,Pittsburgh,PIT,,1972,30,129.2400054932,-80.0004196167,40.4412918091,
One PPG Place,240,office,steel,COM,Pittsburgh,PIT,1981,1984,40,193.5500030518,-80.0036468506,40.4400215149,
One Prudential Plaza,308,office,steel,COM,Chicago,CHI,1952,1955,41,183.1900024414,-87.6231994629,41.88489151,
One Renaissance Square,1597,office,concrete,COM,Phoenix,PHX,,1986,26,105.8000030518,-112.0742263794,33.4485588074,
One Rincon Hill North Tower,479,residential,steel,COM,San Francisco,SFO,2012,2014,45,165,-122.3919906616,37.7864189148,
One Rincon Hill South Tower,293,residential,concrete,COM,San Francisco,SFO,2006,2008,54,184.4100036621,-122.3920974731,37.7858009338,
One Riverside Park,1611,residential,concrete,COM,New York City,NYC,2013,2015,33,105.1999969482,-73.991569519,40.7742004395,
One Rockefeller Plaza,696,office,steel,COM,New York City,NYC,1936,1937,34,149,-73.9788970947,40.7579803467,
One Rotary Center,2241,office,steel,COM,Evanston,EVD,1975,1977,18,72.1600036621,-87.6822509766,42.0458984375,
One Sansome Street,438,office,steel,COM,San Francisco,SFO,,1984,43,168,-122.4012374878,37.7904815674,
One Shell Plaza,149,office,concrete,COM,Houston,HOU,,1970,50,217.6300048828,-95.3676376343,29.7591495514,
One Shell Square,164,office,composite,COM,New Orleans,MSY,,1972,51,212.4499969482,-90.0708084106,29.9502506256,
One South Broad,777,office,steel,COM,Philadelphia,PHL,1930,1932,28,144.3699951172,-75.1633605957,39.9511795044,
One South Dearborn,381,office,composite,COM,Chicago,CHI,2003,2005,39,173.9400024414,-87.6287231445,41.8816604614,
One Summit Square,939,office,concrete,COM,Fort Wayne,FWA,1978,1982,27,134.7200012207,-85.1388626099,41.07762146,
One Superior Place,630,residential,concrete,COM,Chicago,CHI,1998,1999,52,152.9100036621,-87.6290512085,41.8954315186,
One Sutton Place North,1083,residential,concrete,COM,New York City,NYC,2000,2003,41,128.169998169,-73.9599075317,40.759979248,
One Tequesta Point,1841,residential,concrete,COM,Miami,MIA,,1995,30,96,-80.1846084595,25.7693004608,
One Texas Tower,2310,,concrete,COM,El Paso,ELP,,1921,15,62.4799995422,-106.4883880615,31.7584400177,
One Theatre Square,2191,residential \/ retail,concrete,UC,Newark,EWR,2014,2016,22,77.4199981689,-74.1677398682,40.7393112183,
One Thousand Museum,155,residential,concrete,UC,Miami,MIA,2015,2017,60,215.1999969482,-80.1900405884,25.7841796875,
One Triple Three,2005,residential,concrete,UCT,Chicago,CHI,2015,2017,28,88.0999984741,-87.62525177,41.8647918701,
One Union Square,849,office,steel,COM,Seattle,SEA,,1981,36,139,-122.3320388794,47.6097793579,
One United Nations Plaza,614,hotel \/ office,steel,COM,New York City,NYC,,1975,39,153.9299926758,-73.9691925049,40.7504882813,
One US Bank Plaza,714,office,steel,COM,St. Louis,STL,1973,1976,35,147.6000061035,-90.19090271,38.6299705505,
One Utah Center,1575,office,steel,COM,Salt Lake City,SLC,1990,1991,24,106.6800003052,-111.8905334473,40.764629364,
One Wall Street,208,office,steel,COM,New York City,NYC,1929,1932,50,199.3399963379,-74.0116271973,40.7073898315,
One Waterfront Tower - Makai,1220,residential,concrete,COM,Honolulu,HNL,,1990,45,121.919998169,-157.8616027832,21.2999591827,
One Waterfront Tower - Mauka,1220,residential,concrete,COM,Honolulu,HNL,,1990,45,121.919998169,-157.8610839844,21.300359726,
One Wells Fargo Center,337,office,steel,COM,Charlotte,CLT,1986,1988,42,179.2299957275,-80.8446578979,35.2240486145,
One Wilshire Building,1279,office,steel,COM,Los Angeles,LAX,,1968,28,120,-118.255569458,34.0478782654,
One World Financial Center,364,office,steel,COM,New York City,NYC,,1985,37,175.8699951172,-74.0156784058,40.7104797363,
One World Trade Center (LGB),1255,office,concrete,COM,Long Beach,LGB,,1989,30,121,-118.1997680664,33.7678489685,
One World Trade Center (NYC),8,office,steel,DEM,New York City,NYC,1966,1972,110,417,-74.0132217407,40.7120895386,2001
One World Trade Center (NYC),2,office,composite,COM,New York City,NYC,2006,2014,94,541.299987793,-74.0133514404,40.7131118774,
One57,31,residential \/ hotel,steel\/concrete,COM,New York City,NYC,2009,2014,75,306.0700073242,-73.9790725708,40.7654418945,
OneEleven,281,residential,concrete,COM,Chicago,CHI,2013,2014,58,186.7700042725,-87.631439209,41.8865203857,
Ontario Place,667,residential,concrete,COM,Chicago,CHI,1982,1983,49,150.8800048828,-87.6277999878,41.8934898376,
Onterie Center,382,residential \/ office,concrete,COM,Chicago,CHI,,1986,58,173.7400054932,-87.6163711548,41.8938217163,
Opera Tower,470,residential,concrete,COM,Miami,MIA,2005,2007,56,165.5,-80.1872024536,25.7924499512,
Optima Chicago Center,936,residential,concrete,COM,Chicago,CHI,2011,2014,42,134.8999938965,-87.6223220825,41.8912010193,
Optima Chicago Center II,340,residential \/ hotel,concrete,UC,Chicago,CHI,2014,2018,57,178.8999938965,-87.6215286255,41.8912391663,
Optima Views,2125,residential,concrete,COM,Evanston,EVD,2002,2003,28,80.7699966431,-87.6852874756,42.0495109558,
Orange County Courthouse,1121,government,concrete,COM,Orlando,ORL,,1997,24,126.8000030518,-81.3774719238,28.5482196808,
Ordway Building,1194,office,steel,COM,Oakland,OAK,,1970,28,123.1399993897,-122.2641067505,37.8099899292,
Oro Condominium,1225,residential,concrete,COM,New York City,NYC,2006,2008,40,121.919998169,-73.9834365845,40.6950912476,
Otis Research Center,1343,industrial,steel,COM,Bristol (CT),BCO,,1986,29,116.7399978638,-72.9154586792,41.6524887085,
Outer Drive East,1377,residential,concrete,COM,Chicago,CHI,1962,1963,36,115.2200012207,-87.6163787842,41.8847694397,
Ovation,1520,residential,concrete,COM,St. Petersburg (FL),PIE,2007,2009,26,109.0999984741,-82.6336898804,27.7731304169,
"Pacific Beach Hotel, Oceanarium Tower",1447,hotel,concrete,COM,Honolulu,HNL,,1979,38,112.5,-157.8229064941,21.2748203278,
Pacific Building,1943,office,steel,COM,Seattle,SEA,1969,1971,23,91.1999969482,-122.3322067261,47.6041717529,
Pacific Gas & Electric Building,681,office,steel,COM,San Francisco,SFO,,1971,34,149.9600067139,-122.3956680298,37.7917900085,
Pacifica Honolulu,1105,residential,concrete,COM,Honolulu,HNL,2007,2012,46,127.4000015259,-157.8514404297,21.2967300415,
Pacwest Center,1111,office,composite,COM,Portland,PDX,1982,1984,30,127.4000015259,0,0,
Palmolive Building,395,residential,steel,COM,Chicago,CHI,1927,1929,37,172.2100067139,-87.6234817505,41.899810791,
Palms Casino Hotel,1070,hotel \/ casino,concrete,COM,Las Vegas,LAS,1999,2001,42,128.9299926758,-115.1939468384,36.1148796082,
Palms Fantasy Tower,841,hotel \/ casino,concrete,COM,Las Vegas,LAS,2004,2006,40,139.6000061035,-115.1942977905,36.1139297485,
Palms Place,562,residential \/ hotel,concrete,COM,Las Vegas,LAS,2006,2008,50,157.7599945068,-115.1986999512,36.1140899658,
Panorama Tower,69,residential \/ hotel,concrete,UC,Miami,MIA,2014,2017,80,250.5500030518,-80.1904067993,25.7632408142,
Panorama Tower I,1094,residential,concrete,COM,Las Vegas,LAS,2004,2006,32,128,-115.1825866699,36.1076087952,
Panorama Tower II,1094,residential,concrete,COM,Las Vegas,LAS,2005,2008,32,128,-115.1826095581,36.1067581177,
Panorama Tower III,724,residential,concrete,COM,Las Vegas,LAS,2007,2009,42,147.3200073242,-115.182472229,36.1085090637,
Paraiso Bayviews,644,residential,concrete,UC,Miami,MIA,2015,2018,44,152.3999938965,-80.1874084473,25.8069000244,
ParaisoBay,458,residential,concrete,UC,Miami,MIA,2014,2017,55,167,-80.186340332,25.8069400787,
Paramount at Buckhead,742,residential,concrete,COM,Atlanta,ATL,2002,2004,40,145.6999969482,-84.3668823242,33.850769043,
Paramount at Edgewater Square,426,residential,concrete,COM,Miami,MIA,2006,2009,47,169.1399993897,-80.1878662109,25.7967395782,
Paramount Building,858,office,steel,COM,New York City,NYC,1926,1927,31,138.6799926758,-73.9864501953,40.7570800781,
Paramount Plaza,195,office,steel,COM,New York City,NYC,,1970,48,204.2200012207,-73.9845199585,40.7620315552,
Paramount Tower,393,residential,concrete,COM,New York City,NYC,,1998,51,172.8200073242,-73.974571228,40.747959137,
Park Alexandria,1594,residential,concrete,COM,Chicago,CHI,2002,2003,32,105.8399963379,-87.642288208,41.8798713684,
Park Avenue Condominiums,706,residential,concrete,COM,Atlanta,ATL,1998,2000,44,148.1399993897,-84.3618087769,33.8553314209,
Park Avenue Place,782,residential,concrete,COM,New York City,NYC,2003,2004,38,143.8699951172,-73.9728012085,40.7606010437,
Park Avenue West,575,residential \/ office,composite,UCT,Portland,PDX,2008,2016,30,156.9700012207,-122.681022644,45.5193481445,
Park East Tower,1730,residential,concrete,COM,St. Louis,STL,2005,2007,26,100.6600036621,-90.2627029419,38.6406707764,
Park Evanston Apartments,2244,residential,concrete,COM,Evanston,EVD,,1997,24,72.0199966431,-87.6796798706,42.0472984314,
Park Grove Tower A,1981,residential,concrete,UC,Miami,MIA,2015,2017,20,89.5999984741,0,0,
Park Grove Tower B,2018,residential,concrete,UC,Miami,MIA,2015,2017,20,87.5,0,0,
Park Grove Tower C,2180,residential,concrete,UC,Miami,MIA,2015,2017,20,78,0,0,
Park Lafayette North Tower,2290,residential,concrete,COM,Milwaukee,MKE,2007,2009,20,65.8399963379,-87.88646698,43.0566596985,
Park Lafayette South Tower,2290,residential,concrete,COM,Milwaukee,MKE,2007,2009,20,65.8399963379,-87.8864898682,43.0561294556,
Park Laurel Condominiums,962,residential,concrete,COM,New York City,NYC,,2001,40,133.5,-73.9808197021,40.7711601257,
Park Millennium,467,residential,concrete,COM,Chicago,CHI,2000,2002,57,165.8800048828,-87.621383667,41.8866004944,
Park Place,2083,office,steel,COM,Seattle,SEA,,1972,21,83,-122.3320083618,47.6090888977,
Park Place on Peachtree,1090,residential,concrete,COM,Atlanta,ATL,,1986,40,128.0200042725,-84.3881530762,33.8274497986,
Park Place Tower (CHI),513,residential,concrete,COM,Chicago,CHI,,1971,56,161.8500061035,-87.6475372314,41.9543991089,
Park Place Tower (NYC),1998,office,steel,COM,New York City,NYC,,1895,23,88.6999969482,-74.0058517456,40.7114295959,
Park Plaza Apartments,1850,residential \/ hotel,steel,COM,St. Louis,STL,1929,1931,27,95.5,-90.2642974854,38.6448707581,
Park Row Building,1291,office,steel,COM,New York City,NYC,1896,1899,30,119.1800003052,-74.0078735352,40.7112083435,
Park Tower (CHI),65,residential \/ hotel,concrete,COM,Chicago,CHI,1998,2000,68,257.3500061035,-87.6251373291,41.8970298767,
Park Tower (NYC),1774,residential,concrete,COM,New York City,NYC,,1964,32,99.6999969482,-73.934677124,40.8476295471,
Park Tower (SAC),1364,office,composite,COM,Sacramento,SAC,,1991,26,115.8199996948,-121.495010376,38.5811004639,
Park Tower (TPA),843,office,steel,COM,Tampa,TPA,,1972,36,139.6000061035,-82.4594116211,27.9477500916,
Park Tower Condominiums,582,residential,concrete,COM,Chicago,CHI,1971,1973,54,156.3099975586,-87.6547164917,41.9801483154,
ParkShore Plaza,1537,residential,concrete,COM,St. Petersburg (FL),PIE,2004,2006,29,108.1999969482,-82.6330184937,27.7754993439,
Parkview West,656,residential,concrete,COM,Chicago,CHI,2006,2008,49,151.6399993897,-87.6172485352,41.8912696838,
Paul Hastings Tower,160,office,steel,COM,Los Angeles,LAX,,1971,52,213.0599975586,-118.2570114136,34.0515708923,
Pearson on the Park,2143,residential,concrete,COM,Chicago,CHI,1963,1965,27,80,-87.6205673218,41.8977813721,
Pennsylvania Power & Light Building,1806,office,steel,COM,Allentown,AWN,1926,1928,24,98.0199966431,-75.4762115479,40.6014213562,
Pennzoil Place I,543,office,composite,COM,Houston,HOU,,1976,36,159.4100036621,-95.3653869629,29.760219574,
Pennzoil Place II,543,office,composite,COM,Houston,HOU,,1976,36,159.4100036621,-95.3657836914,29.7600402832,
Penobscot Building,389,office,steel,COM,Detroit,DTT,1927,1928,47,173.2599945068,-83.0475006104,42.3302688599,
Pershing Square Building,1487,office,steel,COM,New York City,NYC,1922,1923,30,110.6399993897,-73.9774780273,40.7515716553,
PG&E Headquarters,1902,office,steel,COM,San Francisco,SFO,1923,1925,18,93.5,-122.3964691162,37.7927818298,
Phillips Petroleum Building,1995,office,steel,COM,Bartlesville,BVO,,1964,19,89,-95.9786911011,36.7493209839,
Philtower,1631,residential \/ office,steel,COM,Tulsa,TUL,,1927,24,104.5,-95.988609314,36.1522483826,
Phoenix City Hall,1459,,concrete,COM,Phoenix,PHX,1992,1994,20,112.1999969482,-112.0773925781,33.4487304688,
Phoenix Corporate Center,1646,office,concrete,COM,Phoenix,PHX,1962,1965,26,103.9000015259,-112.0731964111,33.4826889038,
Phoenix Mutual Life Insurance Building,2298,office,steel,COM,Hartford,HFD,1962,1964,14,64.6200027466,-72.670463562,41.765209198,
Pilkington Building,2302,office,steel,COM,Toledo,TOL,,1958,16,64,-83.5395126343,41.6531906128,
Pittsfield Building,439,office,steel,COM,Chicago,CHI,1926,1927,38,167.9700012207,-87.6256790161,41.8830490112,
Planet Hollywood Las Vegas,1297,hotel \/ casino,steel,COM,Las Vegas,LAS,1998,2000,39,118.8700027466,-115.1716308594,36.1101417542,
Planet Hollywood Towers,323,residential \/ hotel,concrete,COM,Las Vegas,LAS,2007,2009,50,182,-115.1687164307,36.1089782715,
Plaza 400 Apartments,1288,residential,concrete,COM,New York City,NYC,,1967,40,119.4800033569,-73.9630432129,40.7570304871,
Plaza 440,775,residential \/ hotel,concrete,COM,Chicago,CHI,,1991,49,144.4799957275,-87.6271133423,41.8903198242,
Plaza 600,2108,office,steel,COM,Seattle,SEA,,1969,20,82,-122.3371810913,47.6140403748,
Plaza Hotel,2236,hotel,concrete,COM,El Paso,ELP,1929,1930,19,72.8499984741,-106.4885177612,31.7588005066,
Plaza on Brickell Tower I,284,residential,concrete,COM,Miami,MIA,2005,2007,56,185.9299926758,-80.1901092529,25.7650508881,
Plaza on Brickell Tower II,534,residential,concrete,COM,Miami,MIA,2005,2007,48,160,-80.1905899048,25.7646694183,
Plaza Tower,514,abandoned,steel,COM,New Orleans,MSY,1964,1968,45,161.8500061035,-90.0764770508,29.9462795258,
Plaza Towers,1614,residential \/ hotel,concrete,COM,Grand Rapids,GRR,1988,1991,34,105.1600036621,-85.6736602783,42.9638595581,
Plaza Towers Apartments,1607,residential,concrete,COM,New York City,NYC,,1964,33,105.4599990845,-73.9686126709,40.7627906799,
Plaza Venetia Hotel,1715,residential \/ hotel,concrete,COM,Miami,MIA,,1979,33,101.1999969482,-80.1858291626,25.7901191711,
Plaza VII,774,hotel \/ office,steel,COM,Minneapolis,MES,1984,1987,36,144.6399993897,-93.2736206055,44.9770698547,
Plummer Building,1957,library \/ hospital,steel,COM,Rochester,RST,1926,1928,19,90.6999969482,-92.4656066895,44.0219306946,
Plymouth Towers Apartments,1887,residential,concrete,COM,New York City,NYC,,1977,30,94,-73.9465637207,40.7811393738,
PNC Plaza,1091,office,concrete,COM,Louisville,LUI,,1971,30,128.0200042725,-85.7592315674,38.2535095215,
PNC Tower (CVG),670,office,steel,COM,Cincinnati,CVG,,1913,31,150.8800048828,-84.5128707886,39.0996513367,
PNC Tower (LUI),589,office,steel,COM,Louisville,LUI,1970,1972,40,156.0599975586,-85.7578964233,38.2562294006,
Pointe 400,2292,residential,concrete,COM,St. Louis,STL,1966,1967,15,65.8399963379,-90.1898422241,38.6214408875,
Porsche Design Tower,232,residential,concrete,UCT,Sunny Isles Beach,SI3,2013,2016,57,195.3699951172,-80.1205596924,25.9481601715,
Portofino Tower,722,residential,concrete,COM,Miami Beach,MB4,,1997,44,147.5,-80.1349411011,25.7677307129,
Post Oak,1733,residential,concrete,COM,Houston,HOU,2012,2014,29,100.5999984741,-95.4639816284,29.748790741,
Post Toscana Apartments,1548,residential,concrete,COM,New York City,NYC,2002,2003,31,107.3000030518,-73.9481430054,40.7791404724,
Postum Building,2151,office,steel,COM,New York City,NYC,,1924,21,79.8600006104,-73.9759597778,40.7552185059,
Premier Health Center,1767,office,steel,COM,Dayton,DAY,,1989,20,100,-84.1918487549,39.7615203857,
Premier on Pine,925,residential,concrete,COM,Seattle,SEA,2012,2015,39,135.3300018311,-122.3321762085,47.6131706238,
Prentice Women's Hospital,1837,hospital,composite,COM,Chicago,CHI,2003,2007,18,96.3199996948,-87.6207427979,41.8962516785,
Prentice Women's Hospital Building,2218,hospital,concrete,DEM,Chicago,CHI,,1975,14,74.6999969482,-87.6187667847,41.8953018188,2014
